NomPsn,PrenomPsn,CivilitePsn,CodNua,LibNua,NbVoix,RapportExprime,RapportInscrit,Elu,CodCirc,RapportExprimes,RapportInscrits
TETU ,Emmanuel,M.,DIV,Divers,288,"   0,59","   0,34",non,06002,0.59,0.34
DE PONCINS,Hugues,M.,UDFD,UDF-Mouvement Démocrate,3787,"   7,74","   4,51",non,06002,7.74,4.51
GANIER,Christian,M.,CPNT,Chasse Pêche Nature Traditions,981,"   2,00","   1,16",non,06002,2.0,1.16
SZPIRKO,Roland,M.,EXG,Extrême gauche,363,"   0,94","   0,51",non,06003,0.94,0.51
GUINIOT,Laurent,M.,FN,Front national,2534,"   6,54","   3,62",non,06003,6.54,3.62
BELMHAND,Brahim,M.,UDFD,UDF-Mouvement Démocrate,2282,"   5,89","   3,26",non,06003,5.89,3.26
LEBRETON,Alain,M.,EXG,Extrême gauche,200,"   0,52","   0,28",non,06003,0.52,0.28
LETELLIER,Alain,M.,DIV,Divers,5061,"  13,06","   7,24",non,06003,13.06,7.24
BREMARD,Cécile,Mme,UMP,Union pour un Mouvement Populaire,10850,"  28,00","  15,53",Bal.,06003,28.0,15.53
BOSINO,Jean-Pierre,M.,COM,Communiste,2890,"   7,46","   4,13",non,06003,7.46,4.13
CARPENTIER,Gilles,M.,EXD,Extrême droite,231,"   0,60","   0,33",non,06003,0.6,0.33
CUFI,Michael,M.,EXG,Extrême gauche,711,"   1,83","   1,01",non,06003,1.83,1.01
FRANCAIX,Michel,M.,SOC,Socialiste,11908,"  30,73","  17,05",Bal.,06003,30.73,17.05
FRAISSE,Paul,M.,EXG,Extrême gauche,330,"   0,85","   0,47",non,06003,0.85,0.47
TOUPIOL,Olivier,M.,VEC,Les Verts,986,"   2,54","   1,41",non,06003,2.54,1.41
HEREMANS,Nadia,Mme,MPF,Mouvement pour la France,405,"   1,05","   0,58",non,06003,1.05,0.58
DELIE,Christian,M.,MPF,Mouvement pour la France,976,"   1,94","   1,09",non,06004,1.94,1.09
BOUSSARD,Elisabeth,Mme,FN,Front national,2913,"   5,80","   3,27",non,06004,5.8,3.27
CHEMINEAU,Catherine,Mme,EXG,Extrême gauche,494,"   0,98","   0,55",non,06004,0.98,0.55
WOERTH,Eric,M.,UMP,Union pour un Mouvement Populaire,28819,"  57,40","  32,38",oui,06004,57.4,32.38
DENIS,Yann,M.,ECO,Ecologiste,684,"   1,36","   0,76",non,06004,1.36,0.76
CASTEL,William,M.,UDFD,UDF-Mouvement Démocrate,2385,"   4,75","   2,68",non,06004,4.75,2.68
PERUCCA,Nicole,Mme,EXD,Extrême droite,355,"   0,71","   0,39",non,06004,0.71,0.39
SCHWINDENHAMMER,Delphine,Mme,VEC,Les Verts,1410,"   2,81","   1,58",non,06004,2.81,1.58
ROUSSET,Claude,Mme,EXG,Extrême gauche,890,"   1,77","   1,00",non,06004,1.77,1.0
BENSARIA-GOVAERTS,Hayat,Mme,COM,Communiste,1213,"   2,42","   1,36",non,06004,2.42,1.36
CHARLES,Martine,Mme,SOC,Socialiste,9514,"  18,95","  10,69",non,06004,18.95,10.69
JARRY,Elisabeth,Mme,DIV,Divers,338,"   0,67","   0,37",non,06004,0.67,0.37
VANSTAEVEL,Chrystelle,Mme,DVG,Divers gauche,220,"   0,44","   0,24",non,06004,0.44,0.24
CHAPEL,Monique,Mme,FN,Front national,2042,"   5,02","   2,92",non,06005,5.02,2.92
DALONGEVILLE,Fabrice,M.,RDG,Radical de gauche,592,"   1,45","   0,84",non,06005,1.45,0.84
COIFFARD,Patrice,M.,ECO,Ecologiste,290,"   0,71","   0,41",non,06005,0.71,0.41
DENIS,Xavier,M.,EXG,Extrême gauche,318,"   0,78","   0,45",non,06005,0.78,0.45
DEGAUCHY,Lucien,M.,UMP,Union pour un Mouvement Populaire,22570,"  55,45","  32,37",oui,06005,55.45,32.37
BOCQUILLET,Jean-Francis,M.,EXD,Extrême droite,216,"   0,53","   0,30",non,06005,0.53,0.3
CHOROWICZ,Sylvie,Mme,EXG,Extrême gauche,131,"   0,32","   0,18",non,06005,0.32,0.18
DESCHAMPS,Jonathan,M.,EXG,Extrême gauche,515,"   1,27","   0,73",non,06005,1.27,0.73
FRANCOIS ,Arielle,Mme,UDFD,UDF-Mouvement Démocrate,2160,"   5,31","   3,09",non,06005,5.31,3.09
ROSSIGNOL,Laurence,Mme,SOC,Socialiste,8942,"  21,97","  12,82",non,06005,21.97,12.82
MASURE,Hélène,Mme,COM,Communiste,1283,"   3,15","   1,84",non,06005,3.15,1.84
PAILLARD,Martine,Mme,CPNT,Chasse Pêche Nature Traditions,288,"   0,71","   0,41",non,06005,0.71,0.41
ROSENFELD,Nathanaël,M.,MPF,Mouvement pour la France,454,"   1,12","   0,65",non,06005,1.12,0.65
DE LA FUENTE,Thérèse,Mme,DIV,Divers,189,"   0,46","   0,27",non,06005,0.46,0.27
MINNAERT,Jacques,M.,VEC,Les Verts,714,"   1,75","   1,02",non,06005,1.75,1.02
GUINIOT,Michel,M.,FN,Front national,3297,"   7,55","   4,47",non,06006,7.55,4.47
GIBOUT,Marie-France,Mme,MPF,Mouvement pour la France,626,"   1,43","   0,84",non,06006,1.43,0.84
CARVALHO,Patrice,M.,COM,Communiste,10768,"  24,67","  14,61",Bal.,06006,24.67,14.61
FRESCH,Renza,Mme,SOC,Socialiste,4691,"  10,75","   6,36",non,06006,10.75,6.36
BECHERINI,Hélène,Mme,EXG,Extrême gauche,346,"   0,79","   0,46",non,06006,0.79,0.46
PETIT,Jean,M.,EXG,Extrême gauche,584,"   1,34","   0,79",non,06006,1.34,0.79
CIAVATTI,Dominique,Mme,UDFD,UDF-Mouvement Démocrate,2027,"   4,64","   2,75",non,06006,4.64,2.75
CARON,Arnaud,M.,VEC,Les Verts,1099,"   2,52","   1,49",non,06006,2.52,1.49
GONNOT,François-Michel,M.,UMP,Union pour un Mouvement Populaire,19424,"  44,50","  26,36",Bal.,06006,44.5,26.36
ROUSSEL,Louise,Mme,DIV,Divers,117,"   0,27","   0,15",non,06006,0.27,0.15
FRAYSSE,Philippe,M.,DIV,Divers,212,"   0,49","   0,28",non,06006,0.49,0.28
LETUVE,Michèle,Mme,CPNT,Chasse Pêche Nature Traditions,459,"   1,05","   0,62",non,06006,1.05,0.62
FOUCHARD,André,M.,FN,Front national,3066,"   7,19","   4,15",non,06007,7.19,4.15
MOKHTARI,Abdel,M.,SOC,Socialiste,7360,"  17,27","   9,98",non,06007,17.27,9.98
MONTES,Eric,M.,RDG,Radical de gauche,788,"   1,85","   1,06",non,06007,1.85,1.06
PEN,Loïc,M.,COM,Communiste,2685,"   6,30","   3,64",non,06007,6.3,3.64
DINARD,Christelle,Mme,UDFD,UDF-Mouvement Démocrate,2314,"   5,43","   3,13",non,06007,5.43,3.13
MAUPIN,Isabelle,Mme,VEC,Les Verts,1339,"   3,14","   1,81",non,06007,3.14,1.81
COURTIAL,Edouard,M.,UMP,Union pour un Mouvement Populaire,22027,"  51,68","  29,87",oui,06007,51.68,29.87
BERTIN,Jean-Sébastien,M.,EXG,Extrême gauche,632,"   1,48","   0,85",non,06007,1.48,0.85
DEMARLE,Céline,Mme,EXG,Extrême gauche,1204,"   2,83","   1,63",non,06007,2.83,1.63
DEVERCHIN,Virginie,Mme,MPF,Mouvement pour la France,567,"   1,33","   0,76",non,06007,1.33,0.76
VASSEUR,Nadine,Mme,CPNT,Chasse Pêche Nature Traditions,399,"   0,94","   0,54",non,06007,0.94,0.54
HEIM,Richard,M.,DIV,Divers,238,"   0,56","   0,32",non,06007,0.56,0.32
PUEYO,Joaquim,M.,DVG,Divers gauche,13628,"  30,70","  18,79",Bal.,06101,30.7,18.79
MENARD,Monique,Mme,VEC,Les Verts,1280,"   2,88","   1,76",non,06101,2.88,1.76
TOLLOT,François,M.,COM,Communiste,597,"   1,34","   0,82",non,06101,1.34,0.82
SCAGLIA,Jean-Pierre,M.,EXG,Extrême gauche,368,"   0,83","   0,50",non,06101,0.83,0.5
PROD'HOMME,Claudine,Mme,MPF,Mouvement pour la France,854,"   1,92","   1,17",non,06101,1.92,1.17
LAVANRY,Francine,Mme,FN,Front national,1655,"   3,73","   2,28",non,06101,3.73,2.28
EGRET,Corinne,Mme,CPNT,Chasse Pêche Nature Traditions,497,"   1,12","   0,68",non,06101,1.12,0.68
GROUARD,Erik,M.,DIV,Divers,233,"   0,52","   0,32",non,06101,0.52,0.32
COULON,Christine,Mme,EXG,Extrême gauche,1007,"   2,27","   1,38",non,06101,2.27,1.38
DENIAUD,Yves,M.,UMP,Union pour un Mouvement Populaire,20656,"  46,53","  28,49",Bal.,06101,46.53,28.49
THEROU,Stéphane,M.,UDFD,UDF-Mouvement Démocrate,3473,"   7,82","   4,79",non,06101,7.82,4.79
PREHU,Michel,M.,DIV,Divers,147,"   0,33","   0,20",non,06101,0.33,0.2
MORETTI,Anne-Marie,Mme,SOC,Socialiste,7836,"  18,20","  11,12",non,06102,18.2,11.12
GORE,Christian,M.,MPF,Mouvement pour la France,631,"   1,47","   0,89",non,06102,1.47,0.89
FLORES,Chantal,Mme,EXG,Extrême gauche,460,"   1,07","   0,65",non,06102,1.07,0.65
PINEAU,Natacha,Mme,CPNT,Chasse Pêche Nature Traditions,659,"   1,53","   0,93",non,06102,1.53,0.93
GUITTON,Claude,M.,FN,Front national,2482,"   5,76","   3,52",non,06102,5.76,3.52
MONTIER,Agnès,Mme,EXG,Extrême gauche,611,"   1,42","   0,86",non,06102,1.42,0.86
ENGRAND,Maurice,M.,DIV,Divers,445,"   1,03","   0,63",non,06102,1.03,0.63
LUROIS,Catherine,Mme,DIV,Divers,189,"   0,44","   0,26",non,06102,0.44,0.26
SELLIER,Jean,M.,UDFD,UDF-Mouvement Démocrate,5260,"  12,21","   7,47",non,06102,12.21,7.47
LENOIR,Jean-Claude,M.,UMP,Union pour un Mouvement Populaire,23415,"  54,37","  33,25",oui,06102,54.37,33.25
LE BACCON,Murielle,Mme,VEC,Les Verts,1075,"   2,50","   1,52",non,06102,2.5,1.52
LEVEILLE,Frédéric,M.,SOC,Socialiste,12074,"  25,95","  16,31",non,06103,25.95,16.31
BERTOLI,Bruno,M.,VEC,Les Verts,1659,"   3,57","   2,24",non,06103,3.57,2.24
CHATELAIS,Jean,M.,COM,Communiste,995,"   2,14","   1,34",non,06103,2.14,1.34
HELLEU,Camille,Mme,EXG,Extrême gauche,437,"   0,94","   0,59",non,06103,0.94,0.59
GUILLOT,Jeannine,Mme,MPF,Mouvement pour la France,409,"   0,88","   0,55",non,06103,0.88,0.55
NIEL,Marie-Ange,Mme,CPNT,Chasse Pêche Nature Traditions,600,"   1,29","   0,81",non,06103,1.29,0.81
CORDURIE,Grégory,M.,EXG,Extrême gauche,832,"   1,79","   1,12",non,06103,1.79,1.12
BALOCHE,Dominique,M.,DIV,Divers,316,"   0,68","   0,42",non,06103,0.68,0.42
BASSOT,Sylvia,Mme,UMP,Union pour un Mouvement Populaire,24226,"  52,07","  32,72",oui,06103,52.07,32.72
LECOEUR,BRIGITTE,Mme,FN,Front national,1984,"   4,26","   2,68",non,06103,4.26,2.68
JAGLIN,Xavier,M.,UDFD,UDF-Mouvement Démocrate,2996,"   6,44","   4,04",non,06103,6.44,4.04
GABRIELE,Joseph,M.,FN,Front national,2866,"   5,71","   3,58",non,06201,5.71,3.58
BRUNET,Isabelle,Mme,EXG,Extrême gauche,768,"   1,53","   0,96",non,06201,1.53,0.96
MAQUET,Jacqueline,Mme,SOC,Socialiste,16257,"  32,36","  20,36",Bal.,06201,32.36,20.36
SANCHEZ,Laura,Mme,VEC,Les Verts,1369,"   2,73","   1,71",non,06201,2.73,1.71
VENEL,Eric,M.,ECO,Ecologiste,557,"   1,11","   0,69",non,06201,1.11,0.69
RAPENEAU,Philippe,M.,UMP,Union pour un Mouvement Populaire,18908,"  37,64","  23,68",Bal.,06201,37.64,23.68
LORIAU,Danièle,Mme,EXD,Extrême droite,416,"   0,83","   0,52",non,06201,0.83,0.52
CARRE,Isabelle,Mme,CPNT,Chasse Pêche Nature Traditions,1631,"   3,25","   2,04",non,06201,3.25,2.04
GUILLEMANT,Jean-Jacques,M.,COM,Communiste,1402,"   2,79","   1,75",non,06201,2.79,1.75
RAINOUARD,Mauricette,Mme,DIV,Divers,283,"   0,56","   0,35",non,06201,0.56,0.35
DUMONCAY,Sigrid,Mme,EXG,Extrême gauche,1406,"   2,80","   1,76",non,06201,2.8,1.76
PARENT,Etienne,M.,DIV,Divers,484,"   0,96","   0,60",non,06201,0.96,0.6
PAVY,Gérard,M.,DVD,Divers droite,3886,"   7,74","   4,86",non,06201,7.74,4.86
BECQUET,Jean-Michel,M.,CPNT,Chasse Pêche Nature Traditions,1529,"   3,10","   1,99",non,06202,3.1,1.99
MATEZAK,Thierry,M.,VEC,Les Verts,1323,"   2,68","   1,72",non,06202,2.68,1.72
GENISSON,Catherine,Mme,SOC,Socialiste,19137,"  38,80","  25,00",Bal.,06202,38.8,25.0
DELEZENNE,Jean-Pierre,M.,COM,Communiste,1263,"   2,56","   1,65",non,06202,2.56,1.65
DENGHIN,Dominique,M.,FN,Front national,3063,"   6,21","   4,00",non,06202,6.21,4.0
MOLINS,Marine,Mme,EXG,Extrême gauche,516,"   1,05","   0,67",non,06202,1.05,0.67
BOCQUILLET,Denise,Mme,UDFD,UDF-Mouvement Démocrate,3497,"   7,09","   4,56",non,06202,7.09,4.56
ZIOLKOWSKI,Michel,M.,UMP,Union pour un Mouvement Populaire,17403,"  35,29","  22,74",Bal.,06202,35.29,22.74
GUFFROY,Dominique,M.,EXG,Extrême gauche,300,"   0,61","   0,39",non,06202,0.61,0.39
PERROT,Juliette,Mme,EXG,Extrême gauche,1287,"   2,61","   1,68",non,06202,2.61,1.68
MERLIN,Raymond,M.,EXG,Extrême gauche,674,"   1,30","   0,89",non,06203,1.3,0.89
LEROY,Jean-Claude,M.,SOC,Socialiste,22956,"  44,34","  30,45",Bal.,06203,44.34,30.45
FLAUTRE,Nathalie,Mme,VEC,Les Verts,984,"   1,90","   1,30",non,06203,1.9,1.3
D'HOLLANDER,Jean-Pierre,M.,EXD,Extrême droite,258,"   0,50","   0,34",non,06203,0.5,0.34
LEMOINE,Catherine,Mme,COM,Communiste,774,"   1,50","   1,02",non,06203,1.5,1.02
MAGNIER,Hélène,Mme,UMP,Union pour un Mouvement Populaire,17417,"  33,64","  23,10",Bal.,06203,33.64,23.1
AUFFRAY,Marion,Mme,FN,Front national,2324,"   4,49","   3,08",non,06203,4.49,3.08
BONNARD,Françoise,Mme,MPF,Mouvement pour la France,1076,"   2,08","   1,42",non,06203,2.08,1.42
DESUTTER,Corinne,Mme,CPNT,Chasse Pêche Nature Traditions,1803,"   3,48","   2,39",non,06203,3.48,2.39
DEBISSCHOP,Magalie,Mme,EXG,Extrême gauche,927,"   1,79","   1,22",non,06203,1.79,1.22
HENNEBELLE,Francis,M.,UDFD,UDF-Mouvement Démocrate,2575,"   4,97","   3,41",non,06203,4.97,3.41
MACQUET,Patrick,M.,EXG,Extrême gauche,653,"   1,35","   0,82",non,06204,1.35,0.82
FASQUELLE,Daniel,M.,UMP,Union pour un Mouvement Populaire,21857,"  45,04","  27,67",Bal.,06204,45.04,27.67
THIEBAUX,Pascal,M.,COM,Communiste,1912,"   3,94","   2,42",non,06204,3.94,2.42
LACROIX,Bernadette,Mme,EXD,Extrême droite,266,"   0,55","   0,33",non,06204,0.55,0.33
COURBOIS,Laurence,Mme,EXG,Extrême gauche,863,"   1,78","   1,09",non,06204,1.78,1.09
BACHE,Marinette,Mme,DVG,Divers gauche,239,"   0,49","   0,30",non,06204,0.49,0.3
BOCQUET,Stéphanie,Mme,VEC,Les Verts,951,"   1,96","   1,20",non,06204,1.96,1.2
LOIR,Véronique,Mme,DVD,Divers droite,317,"   0,65","   0,40",non,06204,0.65,0.4
LENA,Vincent,M.,SOC,Socialiste,14132,"  29,12","  17,89",Bal.,06204,29.12,17.89
COOLZAET,Renée,Mme,FN,Front national,2001,"   4,12","   2,53",non,06204,4.12,2.53
GOSSELIN,Fabrice,M.,CPNT,Chasse Pêche Nature Traditions,2560,"   5,28","   3,24",non,06204,5.28,3.24
KAPELLA,Adam,M.,UDFD,UDF-Mouvement Démocrate,2772,"   5,71","   3,51",non,06204,5.71,3.51
CUVILLIER,Frédéric,M.,SOC,Socialiste,15261,"  39,35","  23,52",Bal.,06205,39.35,23.52
SGARD,Monique,Mme,FN,Front national,1494,"   3,85","   2,30",non,06205,3.85,2.3
PASSEBOSC,Brigitte,Mme,COM,Communiste,2197,"   5,66","   3,38",non,06205,5.66,3.38
PAPYLE,Max,M.,VEC,Les Verts,692,"   1,78","   1,06",non,06205,1.78,1.06
TORRES,Miguel,M.,ECO,Ecologiste,487,"   1,26","   0,75",non,06205,1.26,0.75
PONT,Jean-Pierre,M.,DVD,Divers droite,3564,"   9,19","   5,49",non,06205,9.19,5.49
LECAPLAIN,François,M.,EXG,Extrême gauche,508,"   1,31","   0,78",non,06205,1.31,0.78
HERENGUEL,Philippe,M.,EXG,Extrême gauche,982,"   2,53","   1,51",non,06205,2.53,1.51
VALLA,Annick,Mme,UMP,Union pour un Mouvement Populaire,7446,"  19,20","  11,47",Bal.,06205,19.2,11.47
CHARLET,Christine,Mme,CPNT,Chasse Pêche Nature Traditions,590,"   1,52","   0,90",non,06205,1.52,0.9
FEUTRY,Laurent,M.,MAJ,Majorité présidentielle,5562,"  14,34","   8,57",non,06205,14.34,8.57
VERNALDE,Jean-Jacques,M.,FN,Front national,2228,"   5,19","   3,02",non,06206,5.19,3.02
WACHEUX,Frédéric,M.,UMP,Union pour un Mouvement Populaire,14229,"  33,17","  19,30",Bal.,06206,33.17,19.3
HARLE,Rémi,M.,CPNT,Chasse Pêche Nature Traditions,1105,"   2,58","   1,49",non,06206,2.58,1.49
MILLOT,Françoise,Mme,EXG,Extrême gauche,558,"   1,30","   0,75",non,06206,1.3,0.75
BECU,Vincent,M.,VEC,Les Verts,965,"   2,25","   1,30",non,06206,2.25,1.3
COCQUERELLE,Gisèle,Mme,COM,Communiste,1923,"   4,48","   2,60",non,06206,4.48,2.6
DUMONT,Olivier,M.,ECO,Ecologiste,456,"   1,06","   0,61",non,06206,1.06,0.61
TERNISIEN,Christian,M.,EXG,Extrême gauche,1038,"   2,42","   1,40",non,06206,2.42,1.4
BEAUDOUIN,Christophe,M.,MPF,Mouvement pour la France,877,"   2,04","   1,19",non,06206,2.04,1.19
BARBIER,Agnès,Mme,DIV,Divers,217,"   0,51","   0,29",non,06206,0.51,0.29
LANG,Jack,M.,SOC,Socialiste,16956,"  39,53","  23,00",Bal.,06206,39.53,23.0
ZIEGLER,Marie-Claude,Mme,DVD,Divers droite,357,"   0,83","   0,48",non,06206,0.83,0.48
DE MIL,Hervé,M.,EXD,Extrême droite,246,"   0,57","   0,33",non,06206,0.57,0.33
MORCRETTE,Hervé,M.,UDFD,UDF-Mouvement Démocrate,1739,"   4,05","   2,35",non,06206,4.05,2.35
WAILLY,Dominique,M.,EXG,Extrême gauche,773,"   1,64","   0,90",non,06207,1.64,0.9
LEVAILLANT,Marcel,M.,COM,Communiste,3537,"   7,49","   4,12",non,06207,7.49,4.12
BOUCHART,Natacha,Mme,UMP,Union pour un Mouvement Populaire,15924,"  33,70","  18,55",Bal.,06207,33.7,18.55
COCQUEMPOT,Gilles,M.,SOC,Socialiste,12581,"  26,63","  14,65",Bal.,06207,26.63,14.65
LEMOINE,Christophe,M.,DIV,Divers,269,"   0,57","   0,31",non,06207,0.57,0.31
MILNER,Marc,M.,EXD,Extrême droite,166,"   0,35","   0,19",non,06207,0.35,0.19
ROUSSEL,Laurent,M.,EXG,Extrême gauche,1574,"   3,33","   1,83",non,06207,3.33,1.83
DUBOUT,François,M.,FN,Front national,3257,"   6,89","   3,79",non,06207,6.89,3.79
CARPENTIER,Bernard,M.,DVD,Divers droite,3401,"   7,20","   3,96",non,06207,7.2,3.96
GOUBELLE,Jacques,M.,VEC,Les Verts,1103,"   2,33","   1,28",non,06207,2.33,1.28
BEUN,André,M.,EXG,Extrême gauche,212,"   0,45","   0,24",non,06207,0.45,0.24
LECLAIR,Arnaud,M.,UDFD,UDF-Mouvement Démocrate,2894,"   6,13","   3,37",non,06207,6.13,3.37
VARRIER-BAL,Lionel,M.,CPNT,Chasse Pêche Nature Traditions,1555,"   3,29","   1,81",non,06207,3.29,1.81
LATASTE,Flore,Mme,EXG,Extrême gauche,623,"   1,41","   0,90",non,06208,1.41,0.9
PERSSON,Brigitte,Mme,VEC,Les Verts,898,"   2,03","   1,29",non,06208,2.03,1.29
LAGRANGE,Brigitte,Mme,EXD,Extrême droite,364,"   0,82","   0,52",non,06208,0.82,0.52
LEURS,Sabine,Mme,CPNT,Chasse Pêche Nature Traditions,1310,"   2,96","   1,89",non,06208,2.96,1.89
BATAILLE,Marie-Pascale,Mme,UMP,Union pour un Mouvement Populaire,14935,"  33,75","  21,61",non,06208,33.75,21.61
LEFAIT,Michel,M.,SOC,Socialiste,22994,"  51,97","  33,27",oui,06208,51.97,33.27
DURIEZ,Marie,Mme,FN,Front national,2023,"   4,57","   2,92",non,06208,4.57,2.92
VANDENKOORNHUYSE,René,M.,COM,Communiste,455,"   1,03","   0,65",non,06208,1.03,0.65
LAHBAIRI,Habiba,Mme,EXG,Extrême gauche,645,"   1,46","   0,93",non,06208,1.46,0.93
CHAPPE,Didier,M.,CPNT,Chasse Pêche Nature Traditions,1379,"   2,75","   1,70",non,06209,2.75,1.7
WALLARD,Jean-Paul,M.,EXG,Extrême gauche,575,"   1,15","   0,71",non,06209,1.15,0.71
GERONNEZ,Evelyne,Mme,FN,Front national,2201,"   4,39","   2,71",non,06209,4.39,2.71
PEAN,Véronique,Mme,EXD,Extrême droite,258,"   0,51","   0,31",non,06209,0.51,0.31
HECQUET,Michel,M.,ECO,Ecologiste,530,"   1,06","   0,65",non,06209,1.06,0.65
ANDRIES,Lucien,M.,COM,Communiste,4589,"   9,15","   5,67",non,06209,9.15,5.67
BERTIN,Michel,M.,EXG,Extrême gauche,315,"   0,63","   0,38",non,06209,0.63,0.38
AUDEGOND,Nathalie,Mme,DVG,Divers gauche,415,"   0,83","   0,51",non,06209,0.83,0.51
ECUYER,Anne,Mme,VEC,Les Verts,1496,"   2,98","   1,84",non,06209,2.98,1.84
FLAJOLET,André,M.,UMP,Union pour un Mouvement Populaire,19307,"  38,51","  23,85",Bal.,06209,38.51,23.85
MUSSAT,Philippe,M.,EXG,Extrême gauche,1064,"   2,12","   1,31",non,06209,2.12,1.31
MELLICK,Jacques,M.,SOC,Socialiste,15961,"  31,84","  19,72",Bal.,06209,31.84,19.72
TROLLE,Marcel,M.,DIV,Divers,1856,"   3,70","   2,29",non,06209,3.7,2.29
DROUVIN,François,M.,DIV,Divers,187,"   0,37","   0,23",non,06209,0.37,0.23
JANQUIN,Serge,M.,SOC,Socialiste,15431,"  37,91","  21,31",Bal.,06210,37.91,21.31
BOJANEK,Chantal,Mme,FN,Front national,2096,"   5,15","   2,89",non,06210,5.15,2.89
DUQUENNE,Marie-Danièle,Mme,EXG,Extrême gauche,654,"   1,61","   0,90",non,06210,1.61,0.9
BAILLEUL,Henri,M.,ECO,Ecologiste,360,"   0,88","   0,49",non,06210,0.88,0.49
JARRETT,Richard,M.,DIV,Divers,5078,"  12,47","   7,01",non,06210,12.47,7.01
DEWALLE,Daniel,M.,COM,Communiste,5082,"  12,48","   7,01",non,06210,12.48,7.01
MOLINARI,Valérie,Mme,MAJ,Majorité présidentielle,216,"   0,53","   0,29",non,06210,0.53,0.29
MOUTON,Daniel,M.,DVD,Divers droite,538,"   1,32","   0,74",non,06210,1.32,0.74
VASSE,Olivier,M.,EXG,Extrême gauche,969,"   2,38","   1,33",non,06210,2.38,1.33
BASCOULERGUE,Henri,M.,EXD,Extrême droite,228,"   0,56","   0,31",non,06210,0.56,0.31
BAILLET,Edith,Mme,CPNT,Chasse Pêche Nature Traditions,567,"   1,39","   0,78",non,06210,1.39,0.78
MOREL,Isabelle,Mme,UMP,Union pour un Mouvement Populaire,7049,"  17,32","   9,73",Bal.,06210,17.32,9.73
SUDIC,Lisette,Mme,VEC,Les Verts,888,"   2,18","   1,22",non,06210,2.18,1.22
DELANNOY-JUMEZ,Annie,Mme,UDFD,UDF-Mouvement Démocrate,1550,"   3,81","   2,14",non,06210,3.81,2.14
LEFRANCQ,Rosemonde,Mme,CPNT,Chasse Pêche Nature Traditions,1022,"   1,86","   1,05",non,06211,1.86,1.05
SCHEENAERTS,Régis,M.,EXG,Extrême gauche,1010,"   1,84","   1,04",non,06211,1.84,1.04
CLARISSE,Jean,M.,COM,Communiste,4805,"   8,74","   4,97",non,06211,8.74,4.97
IORIO,Eric,M.,FN,Front national,5201,"   9,46","   5,38",non,06211,9.46,5.38
BOONAERT,Jean-Philippe,M.,UDFD,UDF-Mouvement Démocrate,3385,"   6,16","   3,50",non,06211,6.16,3.5
MORIN,Philippe,M.,MAJ,Majorité présidentielle,906,"   1,65","   0,93",non,06211,1.65,0.93
DUVAL,Séverine,Mme,EXG,Extrême gauche,1972,"   3,59","   2,04",non,06211,3.59,2.04
LEFEBURE-THEVENET,Martine,Mme,MPF,Mouvement pour la France,1295,"   2,36","   1,33",non,06211,2.36,1.33
WONTERGHEM,Myriam,Mme,UMP,Union pour un Mouvement Populaire,14368,"  26,14","  14,86",Bal.,06211,26.14,14.86
DURIEZ,Odette,Mme,SOC,Socialiste,18476,"  33,62","  19,11",Bal.,06211,33.62,19.11
RICHET,Murielle,Mme,ECO,Ecologiste,1004,"   1,83","   1,03",non,06211,1.83,1.03
WATTEZ,Jean-Louis,M.,VEC,Les Verts,1518,"   2,76","   1,57",non,06211,2.76,1.57
HUBERT,Nathalie,Mme,EXG,Extrême gauche,981,"   2,27","   1,24",non,06212,2.27,1.24
POLY APOURCEAU,Cathy,Mme,COM,Communiste,4101,"   9,49","   5,19",non,06212,9.49,5.19
BALAVOINE,François,M.,CPNT,Chasse Pêche Nature Traditions,716,"   1,66","   0,90",non,06212,1.66,0.9
THOREL,Marc,M.,ECO,Ecologiste,588,"   1,36","   0,74",non,06212,1.36,0.74
KUCHEIDA,Jean-Pierre,M.,SOC,Socialiste,19706,"  45,61","  24,95",Bal.,06212,45.61,24.95
LECOEUVRE,Louis,M.,FN,Front national,3351,"   7,76","   4,24",non,06212,7.76,4.24
FROGER DE MAUNY,Vincent,M.,MAJ,Majorité présidentielle,231,"   0,53","   0,29",non,06212,0.53,0.29
FRACCOLA,Frédéric,M.,EXG,Extrême gauche,1372,"   3,18","   1,73",non,06212,3.18,1.73
LACAZE,Jacques,M.,DIV,Divers,672,"   1,56","   0,85",non,06212,1.56,0.85
DUQUESNE,Jeanine,Mme,UMP,Union pour un Mouvement Populaire,8396,"  19,43","  10,63",Bal.,06212,19.43,10.63
MORONVAL,Ludovic,M.,VEC,Les Verts,974,"   2,25","   1,23",non,06212,2.25,1.23
REVEL-DELPECH,Anne,Mme,UDFD,UDF-Mouvement Démocrate,2118,"   4,90","   2,68",non,06212,4.9,2.68
BAUDRIN,Freddy,M.,FN,Front national,4558,"  11,63","   6,27",non,06213,11.63,6.27
LEFRANCQ,Christian,M.,CPNT,Chasse Pêche Nature Traditions,446,"   1,14","   0,61",non,06213,1.14,0.61
DARRAS,Michel,M.,EXG,Extrême gauche,836,"   2,13","   1,15",non,06213,2.13,1.15
DELCOURT,Guy,M.,SOC,Socialiste,13690,"  34,93","  18,83",Bal.,06213,34.93,18.83
VINCENT,Naceira,Mme,VEC,Les Verts,1357,"   3,46","   1,86",non,06213,3.46,1.86
TRONI,Bruno,M.,COM,Communiste,5164,"  13,18","   7,10",non,06213,13.18,7.1
